username,resource,req,bloodgroup,contact,cities,tweet
Ganesh72482890,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"@Sireeshanemana1 #HYDERABAD ICU, OXYGEN BEDS AVAILABLE @ Happy Children's Hospital, Chintal Need to carry: -COVID-19 Report -Aadhaar Card Contact: 9374333386 &amp; 9347145678 Verified at 6.15 pm, 03.05.21"
Ganesh72482890,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"@dayakarreddy971 @MoHFW_INDIA @TelanganaCMO @TelanganaHealth @KTRTRS #HYDERABAD ICU, OXYGEN BEDS AVAILABLE @ Happy Children's Hospital, Chintal Need to carry: -COVID-19 Report -Aadhaar Card Contact: 9374333386 &amp; 9347145678 Verified at 6.15 pm, 03.05.21"
ATULSIN98698438,ICU Bed,UNKNOWN,NA,['9441149601'],['Hyderabad'],@nirupamakotru ICU BED IN HYDERABAD.  Century hospitals . Contact No 9441149601. #VERIFIED an hour ago.
manideep_mikee,plasma,NEED,NA,['8886589995'],['Hyderabad'],"*Verified*

Need Covid Recovered patients O+ Plasma

Name. Bodhanam Subba Lakshumma
Age:70
Blood group :O+ve
Requirement : May 3rd 2021
Hospital : Care hospital, nampally, Hyderabad
Contact number :8886589995
#COVIDEmergency #CovidHelp #CovidHelpHyderabad"
Anuchitikineni,oxygen,AVAILABLE,NA,['7730012233'],['Hyderabad'],"#Oxygen beds available at avasa hospital, #RangaReddy

Around 5 regular 5 Oxygen beds were available.

Contact - 7730012233

Verified on May 3rd 05:00

#covidhelp #OxygenEmergency 
#Hyderabad 
@charan_tweetz @Purusho50189904 @vasuch1973 
@HiHyderabad 
#CovidHelpHyderabad #TS"
AllThingsTelang,plasma,UNKNOWN,NA,['8332829399'],['Hyderabad'],"Emergency! Any verified leads for B+ve plasma donation (recovery time min 1 month) - Hyderabad
Contact - 8332829399
#COVIDEmergency #Plasma #HyderabadSOS #CovidSOS #SOSHyderabad"
ruthvikdevs,ICU Bed,AVAILABLE,NA,[],['Hyderabad'],1 ICU bed in SVS hospital #verified 3:45pm #Hyderabad #ICUBed #HospitalBeds #BedsAvailable #Telangana #Covid19IndiaHelp #ICUBeds
kammaguda,oxygen,UNKNOWN,NA,['9072899999'],['Hyderabad'],"Verified #Oxygen Source for #Hyderabad:

Techno Gas - Bolarum Industrial Area
Contact: Chaitanya -  9072899999"
Surya0599,oxygen,UNKNOWN,NA,['9072899999'],['Hyderabad'],"Verified #Oxygen Source for #Hyderabad:

Techno Gas - Bolarum Industrial Area
Contact: Chaitanya -  9072899999
#CovidHelpHyderabad #covidhyderabad"
kammaguda,oxygen,AVAILABLE,NA,['8008553861'],['Hyderabad'],"@AhmedYaadrakhye #Oxygen beds available at CHC Hospital, #Medchal.

Around 10 Regular  &amp; 06 Oxygen beds were available.

Contact - 8008553861

Verified on May 3rd 05:00

#covidhelp #OxygenEmergency 
#Hyderabad 
@charan_tweetz @Purusho50189904 @vasuch1973 @HiHyderabad"
komal3_dh,ICU Bed,AVAILABLE,NA,['7799618222'],['Hyderabad'],"#ICUBeds are available in Vennela hospital, old bowenpally, #HYDERABAD
#CovidIndia 

Availability: 10 #ICUBeds without ventilator support. 
Contact: 7799618222
Verified at 5:07PM , 3rd May.
 Old leads updated in app

https://t.co/hGSnDtk8bF"
Srikar_officia,oxygen,AVAILABLE,NA,['8088917515'],['Hyderabad'],"HYD-MEHAR HOSPITAL-8088917515 

Oxygen beds are available 

Verified at 5.30 PM
May 3rd,2021

#OxygenBeds #VentilatorBed #hyderabadcovid #Hyderabad @KTRTRS"
Shilpa__P,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"Verified at 12:36 pm on 3/5/2 Hyderabad, Telangana.
2 ICU beds and 10 Oxygen beds available.
Happy childrens hospital,chintal.
Contact : 9374333386 9347145678. 
patient needs to take their COVID report, Aadhar card before admitting. 
👉Subject to Availability.
#SOSHyderabad"
Arvind3690,plasma,AVAILABLE,NA,['9490616555'],['Hyderabad'],"@DaaruBaazMehta Hyderabad Plasma Assistance Number

Available

Verified* 1 week ago

CityHyderabad

Mark Unavailable

Phone9490616555"
cheelshine,oxygen,AVAILABLE,NA,"['9100582795', '9704936019', '9490667172']",['Hyderabad'],"Oxygen beds available in #Hyderabad 

Save hospital- 9100582795 (whatsapp/call) 

Nova ENT hospital-9704936019 (whatsapp/call)

Wellness hospital- 9490667172 (whatsapp/call)

#Verified
#CovidResources #COVIDEmergencyIndia"
Aks_ajka,oxygen,AVAILABLE,NA,['8790562200'],['Hyderabad'],"Oxygen beds available at Life Care Hospital, Warangal Rural. Around 12 Oxygen beds were available. Contact - 8790562200 Verified on May 3rd 05:00 covidhelp OxygenEmergency Hyderabad CovidHelp
#Hyderabad"
patriotic07,oxygen,AVAILABLE,NA,[],['Hyderabad'],"For real-time verified covid beds (Oxygen, ICU, Ventilator) availability in Hyderabad, Guntur, Vijayawada &amp; Vizag visit https://t.co/owSYZhUBpT
40+ volunteers @beds_covid are calling hospitals to update availability &amp; pricing.
Pls retweet &amp; amplify.
Help those in need. 🙏🙏"
startupbot_1,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"5 ICU Beds &amp; 10 Oxygen Beds available at Happy Children's Hospital, Chintal ( Hyderabad )

Patient's need to take their covid report and aadhar card before admitting.

Contact : 9374333386 &amp; 9347145678 

Verified  at 9:30 AM, 3rd May

#COVID19 #hyderabadcovidhelp #CovidResources"
kashif_Mahmood4,oxygen,UNKNOWN,NA,['91 9676760000'],['Hyderabad'],"Swasa Hospital
Narayanguda , #Hyderabad.
Ventilator beds=3
Oxygen Beds=13
Non Oxygen Beds= 4
Verified by 3rd Party

+91 9676760000 https://t.co/05wIghVJoT"
CVDResourcesBot,oxygen,AVAILABLE,NA,"['9866349244', '9676760000']",['Hyderabad'],"86 Oxygen beds are available at SRRITCD Fever hospital, Nallakunta, Hyderabad. Verified.
Hospital Contact: 9866349244
Swasa hospital,narayan guda ,beside tajmahal hotel ,Hyderabad.
(Available)
Ventilator beds=3
Oxygen beds =13
Non oxygen beds= 4
Contact numbe :9676760000
Verified"
DatSouthieChick,oxygen,AVAILABLE,NA,['918088917515'],['Hyderabad'],"#Verified For #Hyderabad:

Oxygen beds available.
Ventilator could be available from tomorrow.
Mehar Hospital
+918088917515 

#Covid #Resorces #CovidHelp"
PrachiSalve11,plasma,UNKNOWN,NA,[],['Hyderabad'],"Latest update: Verified contacts of plasma donors in Hyderabad added to https://t.co/KqzANfT4MI

#COVID19 #COVIDEmergency #COVIDEmergency2021 #Covid19IndiaHelp https://t.co/79lOecS7ZH"
secular_guru,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"5 ICU Beds &amp; 10 Oxygen Beds available at Happy Children's Hospital, Chintal ( Hyderabad )

Patient's need to take their covid report and aadhar card before admitting.

Contact : 9374333386 &amp; 9347145678 ☎

Verified  at 10:30 AM, 3rd May
#OxygenBeds #Hyderabad #hyderabadcovid"
rachitmathur5,oxygen,AVAILABLE,NA,['7306600600'],['Hyderabad'],"*OXYGEN CYLINDERS AVAILABILITY*
#Hyderabad
Humcare Oxygen Cyl

Contact:
7306600600

They are e giving them for free. Registration is required and after a doctor calls and assesses the situation you get it.

Verified as of 4:10 PM, 02/05/2021 #OxygenCylinders #CovidHelp #Covid19"
ManojUndamanti,oxygen,AVAILABLE,NA,['9866349244'],['Hyderabad'],"86 Oxygen beds are available at SRRITCD Fever hospital, Nallakunta, Hyderabad. Verified.
Hospital Contact: 9866349244

#hyderabadcovid #hyderabadcovidhelp #covidhyderabad #CovidResources"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"Available - #Oxygen and #ICU Beds in #HYDERABAD.

Contact 8519993543, Willness Hospital, Ameerpet. 

Verified at 9 AM, today. 

#Covid19IndiaHelp #COVIDEmergencyIndia #CovidHelpHyderabad"
CVDResourcesBot,oxygen,AVAILABLE,NA,['91 7036696332'],['Hyderabad'],"Avasa Hospitals
1 Oxygen Bed Available
Saturation Above 80 Only 
Manikonda
Verified at : 1:17 pm 2nd May by @Health9dotin 

+91 7036696332

For More Beds Availability

https://t.co/bPUjkzaZ8l

@HiHyderabad #covidhelp #OxygenBeds #hyderabad #CovidHydHelp #covidhyderabad #health9"
CVDResourcesBot,oxygen,AVAILABLE,NA,['91 8374325678'],['Hyderabad'],"Legend Hospitals
Oxygen Beds Available
Vanasthalipuram
Verified at : 1:33 pm 2nd May by @Health9dotin

+91 8374325678

For More Beds Availability

https://t.co/bPUjkzaZ8l

@HiHyderabad
 #covidhelp #OxygenBeds #hyderabad #CovidHydHelp #covidhyderabad #health9"
CVDResourcesBot,oxygen,AVAILABLE,NA,['91 9603811102'],['Hyderabad'],"Leela Hospitals
Oxygen Beds Available
Motinagar
Based on Saturation &amp; Reports
Verified 1:36 Pm 2nd May by @Health9dotin

+91 9603811102

For More Beds Availability

https://t.co/bPUjkzaZ8l

@HiHyderabad

 #covidhelp #OxygenBeds #hyderabad #CovidHydHelp #covidhyderabad #health9"
CVDResourcesBot,oxygen,AVAILABLE,NA,['40 41424344'],['Hyderabad'],"Aditya Hospitals 
5 Oxygen Beds
No Ventilators Available / Accepting patients spo2 above 90 only.
Bogulkunta, #Hyderabad

Verified 1:38 Pm 2nd May by @Health9dotin

040 41424344 

For Covid Resources 

https://t.co/2YzRweUPob

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad"
ManojReddiee,oxygen,UNKNOWN,NA,['91 7995947615'],['Hyderabad'],"Wellness Hospitals 
Ameerpet
Regular Beds
Limited Oxygen Beds
Verified at : 1:59 pm 2nd May  #Hyderabad by @Health9dotin

+91 7995947615

For Covid Resources 

https://t.co/2YzRweUPob

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad"
ManojReddiee,oxygen,UNKNOWN,NA,['91 9848029833'],['Hyderabad'],"Aashrita Multi Speciality Hospital - Mallapur
Oxygen Beds
Verified at : 2:09 pm 2nd May  #Hyderabad by @Health9dotin

+91 9848029833

For Covid Resources 

https://t.co/2YzRweUPob

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad @HiHyderabad"
ManojReddiee,ICU Bed,NEED,NA,[],['Hyderabad'],Need an ICU bed in Hyderabad. Any verified hospitals? #CovidIndia #covidhyderabad
ManojReddiee,oxygen,UNKNOWN,NA,['91 9848029833'],['Hyderabad'],"Aashrita Multi Speciality Hospital - Mallapur
Oxygen Beds
Verified at : 2:09 pm 2nd May  #Hyderabad by @Health9dotin

+91 9848029833

For Covid Resources 

https://t.co/9BQjW06bkq

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad @HiHyderabad"
ManojReddiee,oxygen,UNKNOWN,NA,['40 49799999'],['Hyderabad'],"Ankura Hospital​s
1 Oxygen Bed with Room
Boduppal , #Hyderabad

040 49799999

Verified 2:13 Pm 2nd May #Hyderabad by @Health9dotin

For Covid Resources 

https://t.co/2YzRweUPob

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad @HiHyderabad"
ManojReddiee,oxygen,UNKNOWN,NA,['91 7207443450'],['Hyderabad'],"Indus Hospitals- Chaintayapuri, #Hyderabad
Oxygen Beds
No Ventilator - Call Before to Reserve
Verified 2:18 Pm 2nd May by @Health9dotin

+91 7207443450

For Covid Resources 

https://t.co/2YzRweUPob

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad @HiHyderabad @ch2007sai2"
CVDResourcesBot,oxygen,AVAILABLE,NA,[],['Hyderabad'],"LEAF MULTISPECIALITY HOSPITAL
2 #OxygenBeds
BORBANDA
#Hyderabad(Sp02&gt;85)
Verified at 10:19 Pm by @Health9dotin 
Limited Oxygen Available - Consult Before

For More Beds Availability

https://t.co/2YzRweUPob

@HiHyderabad @beds_covid 

 #covidhelp #CovidHydHelp #covidhyderabad"
ManojReddiee,oxygen,UNKNOWN,NA,['91 9848029833'],['Hyderabad'],"@sindhu2k11 @BeTheGameChange Aashrita Multi Speciality Hospital - Mallapur
Oxygen Beds
Verified at : 2:09 pm 2nd May  #Hyderabad by @Health9dotin

+91 9848029833

For Covid Resources 

https://t.co/9BQjW06bkq

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad @HiHyderabad"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"@taapsee Radha Krishna Reddy
@RadhaReddymr
15mins
Oxygen bed available at Legend hospital, Hyderabad at *8374325678*. (Last verified: 14 minute(s) ago) #Hyderabad #hyderabadcovidhelp #COVIDEmergency #Oxygen #Oxygenbed"
ManojReddiee,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Neo care Hospital
​#OxygenBeds 
Dwaraka Nagar #Hyderabad
Based on Saturation
No Ventilators
Verified at 8:00 pm 2nd May by @Health9dotin 

For More Beds Availability

https://t.co/2YzRweUPob

@HiHyderabad @beds_covid
 
 #covidhelp #CovidHydHelp #covidhyderabad"
ManojReddiee,oxygen,UNKNOWN,NA,['919347145678'],['Hyderabad'],"Happy Children Hospital​ 
Chintal #Hyderabad
2 ICU Beds
10 Oxygen Beds
Verified 1:48 pm 3rd May by @Health9dotin
+919347145678

For Covid Resources 

https://t.co/2YzRweUPob

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad @HiHyderabad @beds_covid"
ManojReddiee,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Neelima Hospital
Motinagar , #Hyderabad
#OxygenBeds Available
Verified 2:14 Pm 3rd May by @Health9dotin 

040-23710069

For Covid Resources 

https://t.co/2YzRweUPob

#covidhelp #OxygenBeds #CovidHydHelp #covidhyderabad @HiHyderabad
 @beds_covid #CovidSOS #CovidIndia #COVID19"
Janasainikudu5,ICU Bed,UNKNOWN,NA,['40 6719 1919'],['Hyderabad'],"Citizens speciality hospital at lingampally has Non covid ICU beds. 

Contact: 040 6719 1919

Verified at 1:20 PM, May 3rd.

#Hyderabad #Telangana #ICUBeds 
@RRRMovie @GeethaArts"
TheObnoxKoshur,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Oxygen cylinders available in hyderabad. 
Dm for details. 
Verified at 2:30pm today"
Khaja1431,oxygen,AVAILABLE,NA,['918088917515'],['Hyderabad'],"@taapsee #Verified For #Hyderabad:

Oxygen beds available.
Ventilator could be available from tomorrow.
Mehar Hospital
+918088917515 

#Covid #Resorces #CovidHelp"
Jagadish_reddy9,ICU Bed,AVAILABLE,NA,['9948542103'],['Hyderabad'],"#ICUBeds available at orange hospital, Vanasthalipuram. 

Contact: 9948542103

 Verified at 2:56PM

Ventilator : may be available. 

#Hyderabad #Telangana @RRRMovie @GeethaArts"
Technikhil_,oxygen,AVAILABLE,NA,['9700120384'],['Hyderabad'],"HYDERABAD OXYGEN CYLINDERS

Oxygen Cylinders AVAILABLE
Kriya Pharmacy Gachibowli
9700120384 
Verified at 1:40 pm 

#CovidHelp #Hyderabad"
sidnaaz_love01,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"🚨🏥🏥🏥🏥🏥🚨
Available - #Oxygen and #ICU Beds in #HYDERABAD.

Contact 8519993543, Willness Hospital, Ameerpet. 

Verified at 9 AM, today. 

#Covid19IndiaHelp #COVIDEmergencyIndia"
HarinathPspk,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"@Khaleeqrahman AVAILABLE - #OxygenBeds and #ICUBeds in #Hyderabad #CovidHelpHyderabad

Contact : Legend Hospital.
8374325678

NOTE : No ventilators available

VERIFIED at 9:12 pm, May 2nd"
ankita_rowniar,plasma,AVAILABLE,NA,['9490616555'],['Hyderabad'],"@BloodDonorsIn Hyderabad Plasma Assistance Number

Available

Verified* 1 week ago

CityHyderabad

Mark Unavailable

Phone9490616555"
MeeVHaariiii,other,NEED,NA,[],['Hyderabad'],"#Hyderabad  #Beds ! 

Need to be verified! https://t.co/bh6AA4l0n0"
saiteja8520,other,AVAILABLE,NA,"['7729949575', '9603811102']",['Hyderabad'],"#Hyderabad Beds Availability.

2 beds at Nova ENT hospitals  7729949575. verified at 10:25 pm

3 beds at Leela Hospital, Motinagar at 9603811102. Last verified at 10:30 pm.

@RRRMovie @SureshProdns @MythriOfficial @haarikahassine @MBofficialTeam"
rajaappikonda8,plasma,UNKNOWN,NA,['9490616780'],['Hyderabad'],"For any Blood Group Plasma 
Location - Hyderabad 
Contact No. - 9490616780 *Cyberabad Police Department* 

Whatsapp the Relevant details for plasma in Hyderabad 
(You can call also) 

Verified by Myself
At 7 AM 2nd May

#COVIDEmergency #CovidHelp #Covid19IndiaHelp #Hyderabad"
Ram65903055,plasma,AVAILABLE,NA,['9490616555'],['Hyderabad'],"@BloodDonorsIn @chethna_ Hyderabad Plasma Assistance Number

Available

Verified* 1 week ago

CityHyderabad

Mark Unavailable

Phone9490616555"
vennelarajyam,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"@adnanmjcet @KTRTRS @KTRoffice @amjedmbt @asadowaisi @abhisar_sharma @zoo_bear AVAILABLE - #OxygenBeds and #ICUBeds in #Hyderabad #CovidHelpHyderabad

Contact : Legend Hospital.
8374325678

NOTE : No ventilators available

VERIFIED at 9:12 pm, May 2nd"
Surekha_Support,oxygen,AVAILABLE,NA,['9700120384'],['Hyderabad'],"HYDERABAD OXYGEN CYLINDERS

Oxygen Cylinders AVAILABLE
Kriya Pharmacy Gachibowli
9700120384 

Verified at 1:45, May3rd

#CovidHelp #Hyderabad
@HiHyderabad @RaoKavitha @swachhhyd"
MukhtarX5,plasma,NEED,NA,[],['Hyderabad'],"Urgent - O. +ve Plasma donor,
Phani Vurimi (36)
Requirement: 
1)1 Unit blood
2)Anti Bodies Count &gt; 20+
Pace hospitals, Hi-tech city, Hyderabad 
85007 29242 (Spouse)  81868 78265 (Bhargav) 
@RRRMovie @SureshProdns #Plasma @RaoKavitha @krishanKTRS #COVIDEmergency #Verified"
MukhtarX5,plasma,AVAILABLE,NA,['9542824398'],['Hyderabad'],"@hbdsofficial @CovidPlasmaIn @BloodDonorWorld @hydblooddonors @BloodAid @BloodDonorsIn @APBloodDonors @WeAreHyderabad @Bloodpointorg @HiHyderabad @OnePlus_IN @royalenfield #CoviBuddy #SOSHyderabad #Plasma 
Last #Verified at 9:30 pm on 01/05

Plasma available @ Hyderabad Blood Donors Society, Contact 9542824398
As found on various online resources. Please verify as things keep altering rapidly"
MeeUdayKiran1,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"@hydboss @asitbaran @Abhishekkar_ @HiHyderabad AVAILABLE - #OxygenBeds and #ICUBeds in #Hyderabad #CovidHelpHyderabad

Contact : Legend Hospital.
8374325678

NOTE : No ventilators available

VERIFIED at 9:12 pm, May 2nd"
CVDResourcesBot,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"Verified at 12:36 pm on 3/5/21
 ICU, Oxygenbeds Available in Hyderabad Telangana

2 ICU beds and 10 Oxygen beds available 

Happy childrens hospital,chintal, Hyderabad
Contact : 9374333386 9347145678. 
patient needs to take their COVID report, Aadhar card before admitting. 

S2A"
CVDResourcesBot,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"@ajain_aca Verified at 12:36 pm on 3/5/21
 ICU, Oxygenbeds Available in Hyderabad Telangana

2 ICU beds and 10 Oxygen beds available 

Happy childrens hospital,chintal, Hyderabad
Contact : 9374333386 9347145678. 
patient needs to take their COVID report, Aadhar card before admitting."
raki16,ICU Bed,AVAILABLE,NA,['9885471177'],['Hyderabad'],"#Hyderabad 
2 ICU beds available
 
@ GAMAN HEALTH CENTRE, GACHIBOWLI

CONTACT : 9885471177

VERIFIED AT 10:00 AM, 03-05-21

@ActivistTeja @HiHyderabad @charan_tweetz

#hyderabadcovid #hyderabadcovidhelp #CovidHelp #COVIDEmergency #CovidResources"
CVDResourcesBot,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"🚨🚨🚨🚨🚨🚨🚨🛌🛌🛌🛌
2 Oxygen and ICU Beds available @ #HYDERABAD.

+91-8519993543
Only taking patients at oxygen level of 85 or above.

Last verified: 4:00 pm on 2 May #Verified

#CovidHelp #CovidIndia"
KAPILIANPoonamK,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"🏥🏥🏥🏥🏥
AVAILABLE - #OxygenBeds and #ICUBeds in #Hyderabad #CovidHelpHyderabad

Contact : Legend Hospital.
8374325678

NOTE : No ventilators available

VERIFIED at 9:12 pm, May 2nd

#CovidHelp #COVIDSecondWaveInIndia"
333_dileep,oxygen,AVAILABLE,NA,['9701034567'],['Hyderabad'],"#HyderabadSOS 
4-5 Oxygen beds Available: 
PADMAVATHI GASTRO &amp; LIVER HOSPITAL,Miyapur
Hyderabad
9701034567(SPO2&gt;85)
Verified at 11.30 AM"
NidhiKu55049695,oxygen,AVAILABLE,NA,['9581186111'],['Hyderabad'],"Beds are available at Arke Hospitals, Kompally, Hyderabad. 
Phone no: 9581186111 
Verified.
But only can arrange OXYGEN upto  4lts if needed . 
Should have ct scan too .
@RRRMovie @SureshProdns
@HyderabadCovid
#covid #Hyderabad #oxygenbeds"
Darshan61260596,ICU Bed,AVAILABLE,NA,['9885471177'],['Hyderabad'],"@vivekkuchibotla @AdiviSesh #HYDERABAD

2 ICU BEDS AVAILABLE

@ Gaman Health Centre, Gachibowli

Contact: 9885471177

Verified at 10 am, 03.05.21

Bro try here"
abhishekaryan17,oxygen,UNKNOWN,NA,[],['Hyderabad'],"Covid Oxygen Cylinders [They get continuous stock every hour] Phone: 98440 36971 Location: #Hyderabad(Door to door delivery in every city) Last Verified 03/05/21,9:57 AM #hyderabadcovid 
👉Please verify once again. 
#SOS #Verified #OxygenCylinder #Oxygen #CoviBuddy @Keshu__10 https://t.co/tJJDj2Fyxi"
sunilbeemanathi,oxygen,UNKNOWN,NA,[],['Hyderabad'],"URGENT: Looking for oxygen cylinder in Hyderabad area. Any latest verified sources? Please help🙏@SureshProdns @KTRTRS @SonuSood @CovidHyderabad

#HyderabadSOS #HyderabadCovidResources #COVIDEmergency2021 #OxygenCylinders #telanganafightscorona #hyderabadcovidhelp"
amar2124bok,other,AVAILABLE,NA,[],['Hyderabad'],Amma hospital and wellness hospital both have beds available #Hyderabad #verified✅ at 5.15PM 2nd May https://t.co/fwIko4d7fA
NidhiKu55049695,oxygen,AVAILABLE,NA,['9000245391'],['Hyderabad'],"Oxygen beds available in #Hyderabad 

Maha hospital- 9000245391 (whatsapp)

Adhitya hospital- 040-41424344
Amma hospital-   040- 33221234

#Verified 
#CovidResources #COVIDEmergencyIndia"
NidhiKu55049695,oxygen,AVAILABLE,NA,"['9177972837', '9885099998', '7675834042']",['Hyderabad'],"Oxygen beds available in #Hyderabad 

Prasad hospitals-9177972837 (whatsapp/call)

Woodlands hospital- 9885099998 (whatsapp/call)

Aditya hospital- 7675834042 (whatsapp/call)

#Verified 
#CovidResources
#COVIDEmergencyIndia"
pradeepboppidi,oxygen,AVAILABLE,NA,['9849481680'],['Hyderabad'],"AVAILABLE - #Oxygen Refilling in #Hyderabad #CovidHelpHyderabad Contact - Srinivas, 9849481680 Opposite Indo American Cancer Hospital, Banjara Hills VERIFIED at 9:06 pm, May 2nd

#StayHomeStaySafe #CovidHelp #Hyderabad #OxygenCylinders #OxygenBeds #COVIDEmergency #COVIDEmergency"
CVDResourcesBot,oxygen,AVAILABLE,NA,['7013160090'],['Hyderabad'],"2 Oxygen beds Available at

LEAF MULTISPECIALITY HOSPITAL, BORBANDA, Hyderabad(Sp02&gt;85)
Number-7013160090
Verified at 11:05 PM
#Hyderabad #OxygenBeds"
VikasSi28694687,oxygen,AVAILABLE,NA,[],['Hyderabad'],"Verified 

1 oxygen bed available at Prasad Hospital Uppal #Hyderabad. ICU bed may be available if requested.

8.15 pm May 2"
MemersModern,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"Verified at 4:20 pm on 2/5/21
ICU beds and 2 oxygenbeds Available in Hyderabad Telangana

Contact- +91-8519993543  taking patients at oxygen level of 85 or above

Note - Prefer to add 0/+91  before Contact Number, if number shows invalid.
#Hyderabad #Telangana #ICUBeds #Oxygen"
super378,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"@PVenkatGandhi @mythreyaa @KTRTRS @RaoKavitha @KTRoffice @OfficeOfKavitha @RRRMovie @drgsrao @TelanganaHealth @KonathamDileep Available - Oxygen and ICU Beds in HYDERABAD.

Contact 8519993543, Willness Hospital, Ameerpet. 

Verified at 9 AM, today."
Ashideep4,oxygen,AVAILABLE,NA,['8374325678'],['Hyderabad'],"Oxygen bed available at Legend hospital, Hyderabad at *8374325678*. (Last verified: 14 minute(s) ago) #Hyderabad #hyderabadcovidhelp #COVIDEmergency #Oxygen #Oxygenbed"
IndianWithLogic,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"5 ICU Beds &amp; 10 Oxygen Beds available at Happy Children's Hospital, Chintal ( Hyderabad )

Patient's need to take their covid report and aadhar card before admitting.

Contact : 9374333386 &amp; 9347145678 ☎

Verified  at 10:30 AM, 3rd May"
katfan1607,oxygen,AVAILABLE,NA,['8519993543'],['Hyderabad'],"Available - #Oxygen and #ICU Beds in #HYDERABAD.

Contact 8519993543, Willness Hospital, Ameerpet. 
Verified at 9 AM, today. 
#Covid19IndiaHelp #COVIDEmergencyIndia"
saikrish2890,oxygen,AVAILABLE,NA,['9701034567'],['Hyderabad'],"#hyderabadcovidhelp 
4-5 Oxygen beds Available: 
PADMAVATHI GASTRO &amp; LIVER HOSPITAL,Miyapur
Hyderabad
9701034567(SPO2&gt;85)
Verified at 11.30 AM"
Voracious_af,oxygen,UNKNOWN,NA,[],"['Hyderabad', 'Mumbai', 'Delhi', 'Chennai']","Hyderabad, Chennai, Mumbai, Delhi, Banglore, kolkata
Oxygen Cylinders 
[They get continuous stock every hour]
Phone: 98440 36971 
Location: Hyderabad(Door to door delivery in every city)
Last Verified @ 03/05/21, 9:57 AM

DM @Rakesh1752 for help"
GoCool94_,ICU Bed,AVAILABLE,NA,['9885471177'],['Hyderabad'],"#HYDERABAD

2 ICU BEDS AVAILABLE

@ Gaman Health Centre, Gachibowli

Contact: 9885471177

Verified at 10 am, 03.05.21

@taneesho @weareyuvaa @CovidIndiaSeva @swastika24 @srijitspeaketh"
WarchiefGuru1,oxygen,UNKNOWN,NA,['91 9676760000'],['Hyderabad'],"@vyshali_19 @Mahi0x00 @beds_covid @VK84015570 One more and I wish one of them works

Swasa Hospital
Narayanguda , #Hyderabad.
Ventilator beds=3
Oxygen Beds=13
Non Oxygen Beds= 4
Verified by 3rd Party

+91 9676760000"
hydcovid19,oxygen,UNKNOWN,NA,[],['Hyderabad'],"@KajalFanRavi ✅ 𝐕𝐞𝐫𝐢 Covid Oxygen Cylinders [They get continuous stock every hour] Phone: 98440 36971 Location: Hyderabad(Door to door delivery in every city) COVIDSecondWaveInIndia Last Verified 03/05/21, 9:57 AM"
hydcovid19,oxygen,UNKNOWN,NA,[],['Hyderabad'],"@SonuSood @MoHFW_INDIA ✅ 𝐕𝐞𝐫𝐢 Covid Oxygen Cylinders [They get continuous stock every hour] Phone: 98440 36971 Location: Hyderabad(Door to door delivery in every city) COVIDSecondWaveInIndia Last Verified 03/05/21, 9:57 AM"
hydcovid19,oxygen,AVAILABLE,NA,"['9374333386', '9347145678']",['Hyderabad'],"5 ICU Beds &amp; 10 Oxygen Beds available at Happy Children's Hospital, Chintal ( Hyderabad ) Patient's need to take their covid report and aadhar card before admitting. Contact : 9374333386 &amp; 9347145678 ☎ Verified by @deepaksomisetty at 10:30 AM, 3rd May

 #COVID19India 
#Hyderabad"
