username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
swetha_032,,"Chennai, India",886,514,20966,2016-11-27 05:06:44,2021-04-30 03:12:27,19,"@IPL @SDhawan25 @DineshKarthik Need a oxygen cylinder in delhi. 
Immediately for my friends' father.
Anybody please help 
@SonuSood @ArvindKejriwal @AamAadmiParty #CovidResources #COVID19 #CovidIndiaInfo #coronavirus #OxygenShortage #SOS #delhioxygen #delhi #OxygenCylinders #OxygenCrisis",[]
ved55624,,home and office,21,8,16,2015-08-26 17:00:39,2021-04-30 03:12:25,0,@myogiadityanath #OxygenCylinders  shortage in up. Then on which basis you are saying that oxygen present in up.#YogiAdityanath #pmo #President,"[{'text': 'OxygenCylinders', 'indices': [17, 33]}, {'text': 'YogiAdityanath', 'indices': [112, 127]}, {'text': 'pmo', 'indices': [128, 132]}, {'text': 'President', 'indices': [133, 143]}]"
priyaawasare,"Marketer at PMI | Non-Profit | Loves Blogging, Traveling, Cinema, Reading | Painting",Mumbai,90,200,569,2012-03-10 11:23:10,2021-04-30 03:12:15,0,Friends in Delhi. Help needed urgently for our neighbour! #covid19 #PlasmaRequirement #PlasmaDonor #PlasmaDonation #Plasma https://t.co/g3tLA7NhWB,"[{'text': 'covid19', 'indices': [58, 66]}, {'text': 'PlasmaRequirement', 'indices': [67, 85]}, {'text': 'PlasmaDonor', 'indices': [86, 98]}, {'text': 'PlasmaDonation', 'indices': [99, 114]}, {'text': 'Plasma', 'indices': [115, 122]}]"
ecocentricab,MD at Punam Progressive Contracts Pvt Ltd,"Muzaffarpur, Bihar",881,93,7635,2013-07-31 10:20:47,2021-04-30 03:11:43,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
riyagup87108824,The biggest adventure you can take is to live the life of your dreams...,,159,3,86,2018-07-06 11:13:55,2021-04-30 03:11:29,68,"The second wave of COVID-19 has exposed flaws in India's health system as several regions report a shortage of medical oxygen. Considering there is no shortage in production, why is it that India is running for oxygen? #OxygenEmergency #OxygenCylinders 
https://t.co/ySfxOKBeWh https://t.co/5GLtBygixM",[]
VickyOfficia1,,Area 51,173,819,30716,2018-03-07 16:12:45,2021-04-30 03:11:19,107,"EMERGENCY !!

Need #OxygenCylinder (not beds)  Lead at #Warangal

Patient is at Maxcare hospital. Condition is very critical.

Please help with any contact 🙏

#COVIDEmergencyIndia #COVIDEmergency #Oxygen #OxygenCylinders","[{'text': 'OxygenCylinder', 'indices': [40, 55]}, {'text': 'Warangal', 'indices': [76, 85]}]"
Raja0909__,yedi cheptey adhi confirm ga cheyanu 🥸🥸🥸,,222,352,34508,2020-03-31 05:22:51,2021-04-30 03:11:17,289,"Urgently required plasma 
For O+ plasma
Pls contact 
Thirupathi : 9000483473
Sri sai ram hospital
Sangareddy
Please help 🙏
@RRRMovie @SVC_official @KTRTRS @RaoKavitha @KonathamDileep
#PlasmaRequirement #Plasma https://t.co/ZeHJKMVTzG",[]
manpreettalwar,"Canceran,jungli,badtameez,moody,senti,ziddi,psycho,laraki,budhu,foody,behad haseen,gandi bachi....
Mera Dil❤ Karda Ae Sawaal?
Teri Mohabbat 💞Da Ki Haal??","Columbia,MD",488,501,22486,2009-12-28 22:01:52,2021-04-30 03:11:13,50,Please help with oxygen cylinder. #SOSDelhi #CovidResources #OxygenCylinders https://t.co/F0UpxCXvyf,"[{'text': 'SOSDelhi', 'indices': [49, 58]}, {'text': 'CovidResources', 'indices': [59, 74]}, {'text': 'OxygenCylinders', 'indices': [75, 91]}]"
VkbBhati,,India,71,81,9741,2012-08-23 04:51:16,2021-04-30 03:11:03,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
missioncovidind,"Covid 19 information
https://t.co/bPslUXy4B7 check the telegram rescue channel  🙏 hope it will helpfull 🙏",,41,2,194,2021-04-25 03:05:38,2021-04-30 03:10:55,9,"Robust? 
Robust: that we don't have enough #OxygenCylinders, Oxygen support bed, ICU, Ventilator, Hospital doesn't have life saving drugs (claimed to be)

These people should be put in trial for being in DENIAL. #COVID19India
What a SHAME. https://t.co/HuLsmLkOYD","[{'text': 'OxygenCylinders', 'indices': [62, 78]}]"
VinitaTalreja,Simple. Fun Loving. Cricket Fanatic. Engineering Student.,United States,198,84,247,2011-11-04 10:31:35,2021-04-30 03:10:53,3,"#Urgent requirement for #ICUBed with #Oxygen in #Jaipur for a friend's mom. Please share verified leads!
#COVIDEmergency #jaipurcovid #ICUBedNeeded #ICUBeds","[{'text': 'Urgent', 'indices': [17, 24]}, {'text': 'ICUBed', 'indices': [41, 48]}, {'text': 'Oxygen', 'indices': [54, 61]}, {'text': 'Jaipur', 'indices': [65, 72]}, {'text': 'COVIDEmergency', 'indices': [122, 137]}]"
singhAkela25,IT Professionals (Architect Java BigData cloud devops) समाज सेवी (जय भारत) #ठेठबनारसी  die heart Modi fan & Member of #BJP #RSS #क्षत्रिय  views are personal,भारत ,1806,1641,24514,2016-07-10 06:27:46,2021-04-30 03:10:50,547,"Plasma donors in Agra

Please help

#Plasmadonor needed #Agra 

B+ve, Pls contact 
Prateek - 88268 94598","[{'text': 'Plasmadonor', 'indices': [57, 69]}, {'text': 'Agra', 'indices': [77, 82]}]"
prateekmathur03,"#Writer,#Blogger,#FoodScientist! Find me on:FB- https://t.co/UD6KNLBXC2 ; Instagram- https://t.co/17UzB6jQCf",,960,1535,24235,2010-04-12 05:16:34,2021-04-30 03:10:37,1,"Tweeps, posting this on behalf of a close friend’s sister. Urgently required #Remdesivir and #ICUBed in #Noida. Please tag the accounts who can spread this better and/or comment. I will pass all the information along. 

#Noidacovid #IndiaCovidCrisis #IndiaFightsCoronaTogether https://t.co/FMFvlEVLf4","[{'text': 'Remdesivir', 'indices': [77, 88]}, {'text': 'ICUBed', 'indices': [93, 100]}, {'text': 'Noida', 'indices': [104, 110]}, {'text': 'Noidacovid', 'indices': [220, 231]}, {'text': 'IndiaCovidCrisis', 'indices': [232, 249]}, {'text': 'IndiaFightsCoronaTogether', 'indices': [250, 276]}]"
CAtLarge,Dad. Food. Stocks. Love. Music. Movies. Books. In that particular order.,India,167,26794,114681,2009-12-26 07:44:02,2021-04-30 03:10:26,12,"#Noidacovid #PlasmaDonor 
@RajarshitaS
@CAtLarge
@PrakshalP
@DillikiBiili
@RadhikaSood121
@nakulvibhor

O+ plasma needed

One of my best frnd lost his mom n dad. Sister ki halat critical hai 

Patient sangeeta tyagi
Hospital - Yatharth Hospital, Noida
Neha 9654552988","[{'text': 'Noidacovid', 'indices': [18, 29]}, {'text': 'PlasmaDonor', 'indices': [30, 42]}]"
mat_aldrinjoe,Developer | Software engineer | BTech in CSE | Catholic | @INCIndia supporter | @ManUtd fan,"Trivandrum, India",352,867,123104,2017-04-06 11:19:12,2021-04-30 03:10:18,16,"Never Visited a hospital to see what’s happening in the ground? 
Never visited a family which lost its breadwinner.
Never visited #crematoriums to see how many bodies are waiting? 
Never visited a family which need #OxygenCylinders .
Never stepped out of 7 RCR 🤦🏻 https://t.co/8N2Mc3f0Hb",[]
rishibay,lyt le,,61,58,2408,2020-12-06 01:55:18,2021-04-30 03:10:15,15,"#COVIDEmergency Folks, I'm not very financially strong, but I have all the time in the world for helping #IndiaFightsCorona. I'm available to help you locate #Beds, #meds, #OxygenCylinders, babysitters, home meals, nurses and anything else for #Covid19IndiaHelp anywhere. DM me 🙏🏼","[{'text': 'COVIDEmergency', 'indices': [17, 32]}]"
fratbucky,"- forever is the sweetest con
「 any pronouns 」","to grow old in, v",2535,3937,57076,2020-06-04 04:03:21,2021-04-30 03:10:05,64,"#Delhi #OxygenCylinders 
Number- 9818360333
Availability from 3pm today. Personally called and checked. 

#IndiaFightsCorona 

@ShutterCrazy @GayatriiM","[{'text': 'Delhi', 'indices': [21, 27]}, {'text': 'OxygenCylinders', 'indices': [28, 44]}]"
Yamutarak18,"#JrNTR | #MSD | #Ramsays | #TDP |

Nature lover💚🌱🌴🌦️","Andhrapradesh,India",248,3801,60750,2020-01-07 04:26:04,2021-04-30 03:10:04,289,"Urgently required plasma 
For O+ plasma
Pls contact 
Thirupathi : 9000483473
Sri sai ram hospital
Sangareddy
Please help 🙏
@RRRMovie @SVC_official @KTRTRS @RaoKavitha @KonathamDileep
#PlasmaRequirement #Plasma https://t.co/ZeHJKMVTzG",[]
KshitijRaja7,"Sports |
Ramjas |
DPS RK Puram |
DPS Patna","Patna, India",323,79,603,2018-11-03 01:11:15,2021-04-30 03:09:57,5,"Update - #ICUBed Available in Patna 
What: ICU Beds
Where: Shri Ram Referral Hospital, Basawan Park, Boring Road. 
Phone Number: 9431456338, 0612 – 2542338
Verified: 8:05 A.M., today

Kindly Amplify! 

#HelpBihar #Patna #COVID19India 

@Shubhrastha @RajatSethi86 @CovidSahyog","[{'text': 'ICUBed', 'indices': [30, 37]}]"
bdf_zsa,Entrepreneur,,1047,99,6972,2012-04-14 11:51:59,2021-04-30 03:08:58,40,"Urgent need help for a Plasma Donor.

Name: kalpana rawat
Age: 54
Location: Kashipur

#PlasmaDonor #SOSDelhi #CovidIndia 
@srinivasiyc @AishwaryVerma9
@HasanSafin @deeppant2 @TajinderBagga https://t.co/UdgXDKtCeg","[{'text': 'PlasmaDonor', 'indices': [104, 116]}, {'text': 'SOSDelhi', 'indices': [117, 126]}, {'text': 'CovidIndia', 'indices': [127, 138]}]"
ScientificGhosh,He/Him | @VonageDev Voyager | @getpostman Student Expert | CS Undergrad Student @UnivofDelhi,"New Delhi, India",301,171,1561,2017-06-24 19:36:38,2021-04-30 03:08:44,9,"Robust? 
Robust: that we don't have enough #OxygenCylinders, Oxygen support bed, ICU, Ventilator, Hospital doesn't have life saving drugs (claimed to be)

These people should be put in trial for being in DENIAL. #COVID19India
What a SHAME. https://t.co/HuLsmLkOYD","[{'text': 'OxygenCylinders', 'indices': [62, 78]}]"
dennyvthomas,"Views are personal. Retweets are not endorsements.
If you don't like the tweets, please don't read them.",Mumbai,668,142,3420,2009-09-27 05:44:08,2021-04-30 03:08:36,17,"An auto-rickshaw driver, Javed Khan, in Bhopal has converted his vehicle into an ambulance, complete with oxygen, and he serves people for free. Khan spends around Rs 600 a day filling up the oxygen cylinder. #OxygenCylinders
#COVID19 https://t.co/5aAUUGdgRy",[]
RajNgc,"#ATC_Officer.#B.Sc. & #B.Tech.Holder.
#RTI_Activist #MRA
#Fight_against_fakecases_by_women_like #498A_DV_crpc125_377_376_354_etc,Full Support to SIF","Mumbai, India",2234,2186,192073,2011-06-23 11:13:47,2021-04-30 03:08:32,10,"#Jharkhand | I am from Hazaribagh, Jharkhand. I was positive on 20th April and recovered. I will get my antibody test done. If anyone need Plasma, please let me know.
Name - Ajeet Singh
Contact - 7061141617
Group - O+

You may connect with Ajeet on the above number.

#PlasmaDonor","[{'text': 'Jharkhand', 'indices': [21, 31]}]"
HarshVatsa7,"Geologist, Phd Research Scholar, IIRS-ISRO, exploring satellite data 🛰️🌍📡💻, Traveller, Nature lover, News junkie, Humanist.","Haryana, Dehradun ",648,665,1604,2019-08-04 05:36:06,2021-04-30 03:08:14,4,"URGENT PLASMA REQUIREMENT 

Donation to be done at #ILBS Vasantkunj, Delhi.

Contact : Nitin Varshney (+91 - 9350127005)

@CovidIndiaSeva @COVID19_INDIA @CovidPlasmaIn @PatrakaarPopat @OfficeOfDKV @DrKumarVishwas 

#Plasma #CovidResources #DelhiNCR #PlasmaDonor #SOS 

Please Help","[{'text': 'ILBS', 'indices': [72, 77]}]"
Nikhil1286,"Mumbai, Manipal, Manila, Madras and now Malaysia!.. Been there..doing that!!","KL, Malaysia",177,133,3208,2011-08-03 09:16:33,2021-04-30 03:08:13,2,"Urgent require plasma

@ANINewsUP @romanaisarkhan @adgpi @yogitabhayana @yadavtejashwi @YUVSTRONG12 @WasimJaffer14 @TheLallantop @vbwalia @ANINewsUP @PoliceWaliPblic @IYC_UPEast @INCUttarPradesh 
#Plasma 
#PlasmaDonor 
#PlasmaRequirement 
#PlasmaDonors 
#plasmaup
#UttarPradesh https://t.co/JSoX3rJdTU",[]
Yallamanda95,,,582,23,1368,2018-09-21 13:25:15,2021-04-30 03:08:12,185,On the Spot also available now... ☝🏻 #Vizag #OxygenCylinders,"[{'text': 'Vizag', 'indices': [51, 57]}, {'text': 'OxygenCylinders', 'indices': [58, 74]}]"
ankitwadhwa88,Engineer by Accident,,1332,1008,15680,2009-10-24 06:23:08,2021-04-30 03:08:06,28,"#SOS #Noida #plasmadonor

Close friend father is hospitalized at Yathartha Hospital, Noida Extension. 

He urgently needs Plasma (B+)

Donor needs to be B+ blood group who recovered from COVID in last 14 days to 2 months. 

Contact numbers: 9958500718, 9821490088, 95554 66777","[{'text': 'SOS', 'indices': [18, 22]}, {'text': 'Noida', 'indices': [23, 29]}, {'text': 'plasmadonor', 'indices': [30, 42]}]"
Pk90881683,RT's .... not an endorsement ..... simple man with simple thoughts,,1434,43,2355,2020-03-11 07:07:22,2021-04-30 03:07:51,9,"Robust? 
Robust: that we don't have enough #OxygenCylinders, Oxygen support bed, ICU, Ventilator, Hospital doesn't have life saving drugs (claimed to be)

These people should be put in trial for being in DENIAL. #COVID19India
What a SHAME. https://t.co/HuLsmLkOYD","[{'text': 'OxygenCylinders', 'indices': [62, 78]}]"
amolgshah,"Founder, Shayona Investments , Financial & Tax Advisors","Mumbai, India",313,96,3288,2013-09-30 12:32:55,2021-04-30 03:07:15,19,"As #IndiaFightsCOVID19, we began our efforts today with a shipment of 330 #OxygenConcentrators and 600 #OxygenCylinders. With support from the Indian community, we will be sending 440 MT of oxygen over the next month. #StayStrongIndia https://t.co/PTb4qnzyBJ","[{'text': 'IndiaFightsCOVID19', 'indices': [23, 42]}, {'text': 'OxygenConcentrators', 'indices': [94, 114]}, {'text': 'OxygenCylinders', 'indices': [123, 139]}]"
RavindraShine,,,182,21,1867,2012-05-21 09:06:53,2021-04-30 03:07:14,108,"A plant which can fill 500 Oxygen Cylinders per day has been closed by Kejriwal govt in Delhi from 20th April and till date not given permission to produce Oxygens.

#delhi #Kejriwal_Exposed #KejriwalFailsDelhi #COVID19 #OxygenCylinders https://t.co/W6jNQeVeM9",[]
MohitTandel35,जय श्री राम |  follow @MensDayOutIndia," Vice City, USA",719,1055,29832,2019-12-06 18:27:09,2021-04-30 03:06:36,10,"#Jharkhand | I am from Hazaribagh, Jharkhand. I was positive on 20th April and recovered. I will get my antibody test done. If anyone need Plasma, please let me know.
Name - Ajeet Singh
Contact - 7061141617
Group - O+

You may connect with Ajeet on the above number.

#PlasmaDonor","[{'text': 'Jharkhand', 'indices': [21, 31]}]"
HonestI76332440,"Pray for the world!
Law abiding, Tax paying citizen of India.",,8,35,4944,2019-12-21 11:19:46,2021-04-30 03:06:28,10,For #OxygenCylinders and #Ambulance in Delhi #Covid19IndiaHelp https://t.co/wi9mUyCGIZ,"[{'text': 'OxygenCylinders', 'indices': [18, 34]}, {'text': 'Ambulance', 'indices': [39, 49]}, {'text': 'Covid19IndiaHelp', 'indices': [59, 76]}]"
Crictopher17,Worship Meg Lanning | Women in Blue | Women's Cricket and Analytics Enthusiast | Stats analyst at @beyondmatches,India,304,1520,6955,2017-11-01 15:34:54,2021-04-30 03:06:19,8,"Needs verified leads for oxygen cylinder and remdesivir in Uttam Nagar and Vikaspuri, Delhi. 
A school friend needs them ASAP.
Please amplify and help.
#SOSDelhi #SOSIYC #OxygenCylinders #RemdesivirDelhi @srinivasiyc @Hemkunt_Fdn @CMODelhi @darrencaldeira @TTDogra @KushaKapila",[]
MOHANKR45772403,,,59,6,2407,2020-07-09 10:52:19,2021-04-30 03:06:16,367,"Need #PlasmaDonor 

#Vizag #COVID19 #COVID19Vizag #COVID19HelpVizag #COVIDEmergency https://t.co/R295cbOeJl","[{'text': 'PlasmaDonor', 'indices': [23, 35]}, {'text': 'Vizag', 'indices': [38, 44]}, {'text': 'COVID19', 'indices': [45, 53]}, {'text': 'COVID19Vizag', 'indices': [54, 67]}, {'text': 'COVID19HelpVizag', 'indices': [68, 85]}, {'text': 'COVIDEmergency', 'indices': [86, 101]}]"
muvisfreak,"Cinema, Sports, spirituality and a little about politics",Bangalore,278,1221,79451,2011-02-04 14:28:00,2021-04-30 03:06:09,15,"#COVIDEmergency Folks, I'm not very financially strong, but I have all the time in the world for helping #IndiaFightsCorona. I'm available to help you locate #Beds, #meds, #OxygenCylinders, babysitters, home meals, nurses and anything else for #Covid19IndiaHelp anywhere. DM me 🙏🏼","[{'text': 'COVIDEmergency', 'indices': [17, 32]}]"
chsp0212,It's personal,"Hyderabad, India",734,17,390,2012-12-25 09:06:14,2021-04-30 03:06:03,165,"Home delivery oxygen suppliers 👍

@smitapop @allarinaresh @YoursEesha @NameisNani @vamsi84 @yjrambabu @MusicThaman @SVR4446 
#CovidHelp #OxygenCylinders #OxygenShortage https://t.co/OFwRc1XrnY",[]
Sujit58752400,Dreamer.Rebel.Misfit,,8,1,1,2021-04-29 12:48:42,2021-04-30 03:05:54,0,"#SOS #srinivasinc #OxygenCylinders #anandkaushal3 #BedsAvailability #OxygenCrisis

Urgent requirement of oxygen cylinder in deoli saket delhi. Oxygen saturation level is 84. 
Patient Manju sahani
Age 30
Contact person 9205801453, 9999622333","[{'text': 'SOS', 'indices': [0, 4]}, {'text': 'srinivasinc', 'indices': [5, 17]}, {'text': 'OxygenCylinders', 'indices': [18, 34]}, {'text': 'anandkaushal3', 'indices': [35, 49]}, {'text': 'BedsAvailability', 'indices': [50, 67]}, {'text': 'OxygenCrisis', 'indices': [68, 81]}]"
PowerMax8913226,,"गंगटोक, भारत",2852,359,33356,2020-04-14 12:30:45,2021-04-30 03:05:27,547,"Plasma donors in Agra

Please help

#Plasmadonor needed #Agra 

B+ve, Pls contact 
Prateek - 88268 94598","[{'text': 'Plasmadonor', 'indices': [57, 69]}, {'text': 'Agra', 'indices': [77, 82]}]"
Azadneeraj1,,,792,180,7148,2015-08-20 04:28:51,2021-04-30 03:05:06,199,"NOT JUST BLACKMARKETING|  Cheats too have smelt a fortune amid #Oxygen need of #covid patients. 2 arrested selling #FireExtinguishers as  #OxygenCylinders by #DelhiPolice Dwarka dist team. 5 'cylinders' seized. Case regd under cheating, endangering public safety and Epidemic Act. https://t.co/8nfjYHOnom","[{'text': 'Oxygen', 'indices': [80, 87]}, {'text': 'covid', 'indices': [96, 102]}]"
rajatpatel2015,Freelance Product designer. Previously @hackrio_ I often retweet happy stuff..,"Gurgaon, India",136,133,2821,2012-02-03 14:18:31,2021-04-30 03:05:05,595,"Name: Sadhna Jha
6months PREGNANT.
Age: 25
location: Satyabhama Hospital ICU,Delhi
Requirement: O +ve plasma
Contact person: Deepak Jha
Number: 7503717042

Please please AMPLIFY this!!!

#SOSDelhi #PlasmaRequirement #Plasma #DelhiNCR",[]
NewsMeter_In,"NewsMeter, an Independent digital media platform that brings you credible news, stories,analysis of current affairs in Telangana and AndhraPradesh",,21,5971,14672,2019-07-25 11:10:46,2021-04-30 03:05:01,0,Hyd businessman nabbed for illegal sale of oxygen cylinders #Hyderabad #OxygenCylinders #Oxygen #illegalsale https://t.co/mOUsh2q29J,"[{'text': 'Hyderabad', 'indices': [60, 70]}, {'text': 'OxygenCylinders', 'indices': [71, 87]}, {'text': 'Oxygen', 'indices': [88, 95]}, {'text': 'illegalsale', 'indices': [96, 108]}]"
Sumit_Shukla_12,"जय श्री राम 🙏🚩जय श्री परशुराम ❤️🚩

            #REMANDROOM 😈🔥❤️",,396,424,8947,2021-02-16 06:02:15,2021-04-30 03:04:58,9,"#Ahmedabad

For #OxygenCylinders
#ahmedabadcovidsupport
#Oxygen concentration available...
#Verified

Contact - +918460512684
More list 👇👇👇👇👇👇 https://t.co/71cWlDp3Gr
By - Kabeer Bhaiya","[{'text': 'Ahmedabad', 'indices': [20, 30]}, {'text': 'OxygenCylinders', 'indices': [36, 52]}, {'text': 'ahmedabadcovidsupport', 'indices': [53, 75]}, {'text': 'Oxygen', 'indices': [76, 83]}, {'text': 'Verified', 'indices': [111, 120]}]"
